	SubjectID1	SubjectID2	Group1	Group2	Distance
65	B10	G6	B	G	0.8472868217054264
66	B10	G5	B	G	0.8579752367079388
67	B10	G3	B	G	0.8750862663906143
68	B10	G2	B	G	0.8295302013422818
69	B9	G9	B	G	0.8349514563106796
70	B9	G7	B	G	0.8081081081081081
71	B9	G6	B	G	0.8606856309263311
72	B9	G5	B	G	0.8526536312849162
73	B9	G3	B	G	0.865602129075183
74	B9	G2	B	G	0.8302250803858521
75	B4	G9	B	G	0.8259878419452887
76	B4	G7	B	G	0.8195652173913044
77	B4	G6	B	G	0.8426601784266018
78	B4	G5	B	G	0.8575757575757575
79	B4	G3	B	G	0.8696904247660188
80	B4	G2	B	G	0.8378191856452726
81	B1	G9	B	G	0.8315629742033384
82	B1	G7	B	G	0.8206245461147422
83	B1	G6	B	G	0.875
84	B1	G5	B	G	0.8482758620689655
85	B1	G3	B	G	0.8853276353276354
86	B1	G2	B	G	0.8484224965706447
0	G7	G9	G	G	0.6666666666666666
1	G6	G9	G	G	0.8057142857142857
2	G6	G7	G	G	0.8169761273209549
3	G5	G9	G	G	0.7841530054644809
4	G5	G7	G	G	0.7606986899563318
5	G5	G6	G	G	0.8021653543307087
6	G3	G9	G	G	0.7680776014109347
7	G3	G7	G	G	0.7596314907872697
8	G3	G6	G	G	0.7922568460812087
9	G3	G5	G	G	0.7230046948356808
10	G2	G9	G	G	0.7614754098360655
11	G2	G7	G	G	0.7597200622083982
12	G2	G6	G	G	0.793939393939394
13	G2	G5	G	G	0.7634228187919463
14	G2	G3	G	G	0.7602905569007264
15	G9	A9	G	A	0.8407079646017699
16	G9	A8	G	A	0.8384057971014492
17	G9	A7	G	A	0.8411016949152542
18	G9	A10	G	A	0.8460471567267683
19	G9	A2	G	A	0.8200438917337235
20	G9	A1	G	A	0.819379115710254
21	G7	A9	G	A	0.8230277185501066
22	G7	A8	G	A	0.8227494766224703
23	G7	A7	G	A	0.8225255972696246
24	G7	A10	G	A	0.8292029470864032
25	G7	A2	G	A	0.8066104078762306
26	G7	A1	G	A	0.7827272727272727
27	G6	A9	G	A	0.8754833720030936
28	G6	A8	G	A	0.8842975206611571
29	G6	A7	G	A	0.8793230316409124
30	G6	A10	G	A	0.890961262553802
31	G6	A2	G	A	0.870845921450151
32	G6	A1	G	A	0.8480243161094225
33	G5	A9	G	A	0.8621200889547813
34	G5	A8	G	A	0.864394488759971
35	G5	A7	G	A	0.8798882681564246
36	G5	A10	G	A	0.8646196789951152
37	G5	A2	G	A	0.8428781204111601
38	G5	A1	G	A	0.8552631578947368
39	G3	A9	G	A	0.8560171919770774
40	G3	A8	G	A	0.871012482662968
41	G3	A7	G	A	0.8826291079812206
42	G3	A10	G	A	0.8769946808510638
43	G3	A2	G	A	0.8672199170124482
44	G3	A1	G	A	0.8540734109221128
45	G2	A9	G	A	0.8431372549019608
46	G2	A8	G	A	0.8068493150684931
47	G2	A7	G	A	0.8523533204384268
48	G2	A10	G	A	0.8464491362763915
49	G2	A2	G	A	0.8389662027833003
50	G2	A1	G	A	0.8275862068965517
51	G9	B12	G	B	0.8245997088791849
52	G9	B11	G	B	0.8309352517985612
53	G9	B10	G	B	0.8004484304932735
54	G9	B9	G	B	0.8349514563106796
55	G9	B4	G	B	0.8259878419452887
56	G9	B1	G	B	0.8315629742033384
57	G7	B12	G	B	0.8102240896358543
58	G7	B11	G	B	0.8405698778833107
59	G7	B10	G	B	0.8155680224403927
60	G7	B9	G	B	0.8081081081081081
61	G7	B4	G	B	0.8195652173913044
62	G7	B1	G	B	0.8206245461147422
63	G6	B12	G	B	0.8475750577367206
64	G6	B11	G	B	0.8416602613374328
65	G6	B10	G	B	0.8472868217054264
66	G6	B9	G	B	0.8606856309263311
67	G6	B4	G	B	0.8426601784266018
68	G6	B1	G	B	0.875
69	G5	B12	G	B	0.8540305010893247
70	G5	B11	G	B	0.8476052249637155
71	G5	B10	G	B	0.8579752367079388
72	G5	B9	G	B	0.8526536312849162
73	G5	B4	G	B	0.8575757575757575
74	G5	B1	G	B	0.8482758620689655
75	G3	B12	G	B	0.8603196664350243
76	G3	B11	G	B	0.8549618320610687
77	G3	B10	G	B	0.8750862663906143
78	G3	B9	G	B	0.865602129075183
79	G3	B4	G	B	0.8696904247660188
80	G3	B1	G	B	0.8853276353276354
81	G2	B12	G	B	0.819650067294751
82	G2	B11	G	B	0.827906976744186
83	G2	B10	G	B	0.8295302013422818
84	G2	B9	G	B	0.8302250803858521
85	G2	B4	G	B	0.8378191856452726
86	G2	B1	G	B	0.8484224965706447
